チャンネル名	クラス		テキスト
kaden-channel	1		ネットはバカ発見器？　SNSの普及で拡大する実名制に要注意
kaden-channel	1		選手のゲームができるかも!?　「横浜DeNAベイスターズ」がついに誕生へ
kaden-channel	1		魁!! ビデオ道場　2012年２月号
it-life-hack	0		カワイイけど難しい“カワむず”なパズルゲーム「ねこずらし」が楽しい
kaden-channel	1		写真を合成してより自然な１枚を作る！「ハイダイナミックレンジ合成」に挑戦
it-life-hack	0		2年間で20万円超のスマホ料金！？ 音声専用契約からの変更では何と6倍に
it-life-hack	0		外出先で録りためたビデオを見る！クラウドの動画ライブラリを作ろう
it-life-hack	0		今度は大丈夫？ iPhoneで24時間無料のWi-Fi！「LAWSON Wi-Fiサービス」が大幅アップデート
it-life-hack	0		自然災害だからと諦めない！　災害救助法適用地区に関する特別サービスを利用しよう
it-life-hack	0		え？コミュ障？　それでも平気！ どんな人とも10秒でうちとけて話せる本
it-life-hack	0		電波監理審議会が答申！プラチナバンド900MHz帯はソフトバンクへ
kaden-channel	1		時間つぶしに有効？　ゲーセンに設置されている一人用カラオケボックス
kaden-channel	1		きっかけは知事のつぶやき！　ジョジョの荒木飛呂彦氏イラストで岩手県HPがダウン
it-life-hack	0		ファーストサーバがまたも謝罪！復元時に他人の情報を漏えいか
kaden-channel	1		来春開局のスマホ向け放送局「NOTTV」は今までのテレビと何が違うのか？
kaden-channel	1		センター試験終了！　受験生ファンに眞鍋かをりが的確なアドバイスをしていた
it-life-hack	0		「ゴミ箱に入れるだけ」ではない！アプリ関連ファイルの削除を確実に - Mac必須アプリ (5)
kaden-channel	1		スマホを買ったらまずFacebook？　Androidユーザーがよく使うアプリはアプリストアとFacebook
it-life-hack	0		Facebookで友達宛にコメントを付けたことを知らせたい
it-life-hack	0		電子ブックリーダー「kobo Touch」の実機が見られる！楽天が大手書店と連携した理由
kaden-channel	1		充電中の青い光が美しい！　サンワサプライ「光るiPhone・iPad USBケーブル」
it-life-hack	0		スマホライフスタイルを提案！KDDI 甘田氏が語る、関西KDDIの強さの秘密
it-life-hack	0		「すぐつく」の機能は微妙に異なる！テレビ機能の競い合い続く国産PC
kaden-channel	1		アルインコ、イスにセットして使う「どこでもマッサージャー　モミっくすキングＮＥＯ」を発売
kaden-channel	1		DaVinci Resolve Lite 8.1 でノードが無制限に！
it-life-hack	0		龍馬がいたら原発はどうなる？孫社長の問い掛けに賛否両論
kaden-channel	1		待望のEOS 5D Mark III、動画の進化のポイントは？
kaden-channel	1		感覚・体験を共有する　タッチ・インターネットが拓く未来（３）
it-life-hack	0		何これキモい！　ツイッターのTLの合間に出てくる怪しい生物画像が話題に
kaden-channel	1		押すとしゃべる！　テレ東が「ピカチュウリモコン」を７，７７７名にプレゼント！
it-life-hack	0		かっこ良すぎるまな板！　アスクよりAerocoolの「Strike-X AIR」登場
kaden-channel	1		スタイリングってなに？　いつもの写真をワンランクアップ！　かわいい写真を撮る方法
it-life-hack	0		クリエイターと読者が創るソーシャル時代の電子書籍サービス「Yomuca」
kaden-channel	1		パナソニックが交通事故のない未来へ大きな一歩—夜間や悪天候でも車両と人をクッキリ検出できるミリ波レーダー技術を開発
it-life-hack	0		この谷間写真は誰得？　Twitterのハッシュタグ「#女子谷間晒し祭」で大いに盛り上がる
kaden-channel	1		テレビ業界が迷走中・・・課題を抱えたスマートテレビの普及はどうなる？
kaden-channel	1		今年は秋冬も節電！岩谷産業の「カセットガスストーブ」は持ち運びも便利
it-life-hack	0		今年の夏は湘南とお台場へGo！　ニコニコ神社、夏の出張はお台場と海の家
it-life-hack	0		ウィンドウを拡大し自在に動かす！プレゼンからPC操作の説明まで使える「ZoomIT」
it-life-hack	0		毎日数十万番組！ニコニコ生放送の放送番組数が1億番組を突破
it-life-hack	0		出席者の数がすぐにわかるExcelワザ
kaden-channel	1		YES！　高須度チェック！　予想の斜め上を行く高須クリニックのスペシャルサイトに困惑
kaden-channel	1		「一番アカン日！」司会の今田耕司も嘆くフジテレビの大晦日は大コケ！　視聴率はまさかの一桁
it-life-hack	0		電子書籍では何が重要なのか？ 本格化する日本の電子書籍
kaden-channel	1		パスポートがなくてももう大丈夫？　iPadで入国できちゃった！
kaden-channel	1		人気マンガで視聴率を取れるか！？　「孤独のグルメ」実写ドラマ化に早くも大注目
it-life-hack	0		定番スキャナがiPhone＆スマホに対応！　iPhoneやAndroidからスキャンできるScanSnap登場
it-life-hack	0		入社3年後の定着率9割以上！孫社長の雇用発言がネットで話題
it-life-hack	0		シンプル・スリム！スタンドやiPhoneを張り付ける不思議なマグネットスタンド&カバーケース
kaden-channel	1		約2倍の広さで日本最大級規模！　ヨドバシカメラ梅田店が新ビルを建設へ
it-life-hack	0		旅行に行く人へチャンス！海外パケット定額使い放題サービスのレビューアー10名を募集
kaden-channel	1		クリスマスはテレビを見よう！　クリスマスを恨めしく思う女子はイブの夜に「祝女」スペシャルがおすすめ
kaden-channel	1		ウサギから最後のお願い「あけおめメールは午前２時まで控えて！」　各キャリアがお願い
it-life-hack	0		入力し直し不要！　Excelで表の行と列を入れ替える
it-life-hack	0		転売厨に要注意！　創刊当日に休刊が決定したコミック雑誌がamazonで高値で転売される
it-life-hack	0		スクラップブックが簡単にできる！写真加工アプリ
it-life-hack	0		ガガを聴きながら毎朝歯磨き！　レディー・ガガ　シンギングトゥースブラシ独占先行販売
kaden-channel	1		楽天が電子書籍に本腰！　カナダの電子書籍企業「Kobo」社を買収
it-life-hack	0		おはこんこん、アキバ大好き！祭りだよ
it-life-hack	0		PCレスで地デジ視聴！地デジチューナー搭載の無線LANルーター
it-life-hack	0		マイクロソフトが方針転換を始めた！マイクロソフトの独自タブレット
kaden-channel	1		三菱電機から2つのセンサーで自動的に節電可能な頼もしい冷蔵庫「RXシリーズ」が新発売
it-life-hack	0		企業の業績と戦略をiPadでチェック！「IR資料・会社資料ダウンロードサービス」
kaden-channel	1		「OLYMPUS Viewer 2」のバージョンアッププログラム明日公開
it-life-hack	0		おはこんこん、ふぉっくす紺子だよ！新しいおしらせ
it-life-hack	0		連続入力するデータを自分で作っちゃおう！　Excel便利ワザ
kaden-channel	1		テレビ離れを阻止せよ！日立から偏向方式3D対応、高画質・省エネ性アップの「Wooo」新機種発売
it-life-hack	0		プレイ可能なGoogleロゴ第四弾！　Googleロゴがスポーツ関連画像に変化第十一弾
kaden-channel	1		斬新なデザインで実用機能充実のピコプロジェクター「i Show」登場
kaden-channel	1		予想外？　iPhone4S購入のユーザーで20％は購入を後悔
it-life-hack	0		おめでとうございます！孫社長 王会長との記念写真を掲載
it-life-hack	0		話題集めの必需品！ お待たせしました！三面貴族のiOS版が登場！
it-life-hack	0		Windows 8 Proが1200円！ 「Windows 8 優待購入プログラム」
it-life-hack	0		SSDのフォーマットに注意！ eSATA対応外付けケースを活用 “続インテル SSD 520をMacに装着” （中）
it-life-hack	0		加入者は追加料金なしでOK！ WOWOWのスマホ向けオンデマンドサービス
kaden-channel	1		もはや格闘ドラマ？　松潤主演の「ラッキーセブン」は今後が楽しみな初回16.3％
it-life-hack	0		タグ付けから友達管理まで　Facebook活用のスゴ技・裏技テクニック集
kaden-channel	1		個人情報が丸裸に！　法で取り締まられてもいいレベルのGoogle新プライバシーポリシーに騒然
kaden-channel	1		東京電力が保有するＫＤＤＩ全株売却を発表。売却総額は1862億円
kaden-channel	1		KDDI音楽配信サービス配信「LISMO Music Store」を年内終了へ
it-life-hack	0		ヤバイぜ！楽しすぎる！　ニコニコ超会議はガチでマジで“超”楽しい！
kaden-channel	1		たった86gのフルハイビジョンカメラで峠を、ビーチを攻める！—サンワダイレクト『自転車車載カメラ（防水・フルＨＤ）４００−ＣＡＭ０１１』
kaden-channel	1		「履歴書ってパソコンで作ったらダメなの？」パソコンVS手書きについて考える
it-life-hack	0		いつでもどこでも自分専用環境！Windowsトラブル時にも使えるUbuntu
kaden-channel	1		魁!! ビデオ道場　2012年3月号
it-life-hack	0		Ultrabookユーザー必見！爆速無線LANルーターのレビューアー5名を募集
kaden-channel	1		露骨すぎる！？サムスンがiPhoneは古いとアンチキャンペーンを展開
it-life-hack	0		起業家のための事業継続支援サイト「開業計画NAVI」を立ち上げ！
kaden-channel	1		2012年３月号「音の編集講座」BGM
kaden-channel	1		高画質で節電にも貢献する日立「Wooo」新モデル6機種が続々発売
kaden-channel	1		モテる女子はみんな持ってる！　もっとキレイになる便利家電
it-life-hack	0		ドコモ、薄さ6.7mmの極薄スマホを発売へ！ドコモ、「MEDIAS ES N-05D」が凄い理由
it-life-hack	0		サムスンがテーブル型PCを投入！Surface 2.0を搭載するPCの魅力
kaden-channel	1		アデランスが提案！　スカルプ・フェイス・ボディのお手入れを手軽に自宅でできる『ＨａｉｒＲｅｐｒｏ ＵＰ（ヘアリプロユーピー）』登場
kaden-channel	1		娘がFacebookでハブられて激怒！　父親が元友達２人を殺害
kaden-channel	1		モノの置き方でスタイリング！　いつもの写真をワンランクアップしてかわいい写真を撮る方法
it-life-hack	0		同窓会や女子会で大活躍！　Facebookで簡単イベント作成
it-life-hack	0		明日は福島県三春町で町会議！　北の大地に2千人来場！北海道長万部町の町会議
it-life-hack	0		フリップカバーにスタンド＆バッテリーまで内蔵！ GALAXY SIII専用ケース
kaden-channel	1		これなら欲しい？　PS Vitaのニセモノが海外で登場、名前は「PS Vista」
it-life-hack	0		アップルがモバイル市場を牽引！国内モバイルデバイス市場規模が明らかに
kaden-channel	1		ニコン、Ａｎｄｒｏｉｄ搭載Ｗｉ−Ｆｉ対応デジカメなどＣＯＯＬＰＩＸ　Ｓシリーズ３機種を発売
kaden-channel	1		いきいきとした表情をリアルに撮る方法を紹介！　オーストラリアの動物を撮影してきました
it-life-hack	0		amazonでAMEX決済なら要注意！ amazonで買い物したら100倍の請求金額に口があんぐり！
kaden-channel	1		デロンギが消費電力20％OFFのオイルヒーターを発売
kaden-channel	1		ソーシャルメディアとの親しみ方を今一度考える機会『世界を変えたソーシャルメディア革命の落とし穴』
it-life-hack	0		iPhone5やiPad miniは姿を見せるか？アップルのWWDCを日本語で解説
kaden-channel	1		つぶやくだけで広告収入ゲット！　「ツイッター広告サービス」ってなんだ
it-life-hack	0		新感覚UIを体験せよ！今話題のTODOリストアプリ「Clear」
it-life-hack	0		Excelの新規ファイルにムダなシートを作らない
it-life-hack	0		私立中高5校とコラボ！　iPhone＆Androidアプリ制作を学ぶ「Life is Tech!サマーキャンプ」
it-life-hack	0		じゃあ、その分の電気使わないでね！孫社長「大飯原発、運転継続理解できない」
it-life-hack	0		金環食で思わぬ経済効果？　太陽に直接カメラを向けて壊した人が続出？
kaden-channel	1		感覚・体験を共有する　タッチ・インターネットが拓く未来（５）
kaden-channel	1		auが2011年秋冬ラインアップを発表！au同士通話無料の新プランも発表
kaden-channel	1		感想をシェアしながら映画鑑賞！　ニコニコ動画がワーナーと連携し映画配信
kaden-channel	1		まずはソフトバンクが優勢？　「iPhone4S」いよいよ発売
kaden-channel	1		ソニー、１０倍ズームで３．０型タッチパネル搭載の“サイバーショット”「ＤＳＣ−ＷＸ１７０」を発売
kaden-channel	1		日テレで出る出る詐欺！　出演を告知していた中島騒動の占い師が登場せず
it-life-hack	0		不正コピーの発覚で多額の賠償金！組織内不正コピー防止キャンペーンを実施した理由
kaden-channel	1		YouTubeでは18禁！　AKB48のチューCMが非難殺到
kaden-channel	1		操作簡単ICレコーダーと予約エアチェック機能つきラジオ、単三電池で稼働！—ロジテック『ＬＩＣ−ＲＲ１００』
kaden-channel	1		スマホゲームへの移り変わりに要注意！　いままでのゲームと同じだとビジネスチャンスを逃す！
it-life-hack	0		アップルに対抗できるのか? マイクロソフトの独自タブレット
it-life-hack	0		ウェブページのイメージを丸ごと取り込むワザ
kaden-channel	1		フルキーボードのスマートフォン「REGZA Phone IS11T」がａｕに登場
kaden-channel	1		夢のエコ製品発見！じゃがいもで動く「じゃがいも　eco時計」新発売
kaden-channel	1		Googleのモトローラ買収でAndroid市場は変質するのか？
kaden-channel	1		サムスンがアップルに逆転勝訴！　オーストラリアでの販売差し止め取り消し
it-life-hack	0		周辺地域の情報をゲット「ご当地ニュースbyロケタッチ新聞」リリース
kaden-channel	1		日本と韓国の映画・ドラマも配信開始！　人気の動画配信サイトHuluがますます便利に
it-life-hack	0		意外と知らないExcelのウラ技！仕事で役立つウルトラテクニック
it-life-hack	0		パチンコ店でも通話がクリア！電話としてのau最新スマホの音声を徹底チェック
kaden-channel	1		Twitterでまた事件！　今度はビビる大木が悪口を言うショップ店員に怒り心頭！
kaden-channel	1		今年のバレンタインはツイッターで「欲しい！」をアピール！男子必見の「chochokure」に注目
it-life-hack	0		週末はPC活用＆メンテナンス！　【PC快適術】でPCをチェックしより快適に使おう
it-life-hack	0		大容量なのに軽い！スマホもタブレットもこれ1個で充電できる実用度の高い「i・mee」
kaden-channel	1		ユーザーの不満爆発でレビューを閉鎖！楽天の電子書籍端末「kobo」は大丈夫か？
kaden-channel	1		野菜でキレイになる！　自宅でパックが簡単に作れるフェイシャルパックメーカー
kaden-channel	1		サマンサタバサがキャノンとコラボ！　限定デジカメ「IXY 600F シャンパンピンク」発売
it-life-hack	0		進化し続けるMac狙うマルウェア 
it-life-hack	0		株価・国債・為替、何でもチェック！超便利なブルームバーグのiPadアプリ
it-life-hack	0		ピークシフト機能がさらに進化 パソコンの節電も高機能へ
it-life-hack	0		その正直さかっけーっす！ Transcend Japan公式Twitterアカウントの“漢”さ
kaden-channel	1		誰もがスマホに持つ不満はやっぱりあれ！　対策法は？
kaden-channel	1		ニコン電動レンズの作例
it-life-hack	0		LINEで新たな価値を提供！LINE公式アカウントに小説コンテンツ「トークノベル」を追加
kaden-channel	1		オリンパスイメージング、防水・耐衝撃などを備えたコンパクトデジタルカメラ５機種を発売
kaden-channel	1		マイナス成長のデジカメ業界で安定推移したのはミラーレス一眼！
kaden-channel	1		新時代の「カセット」持ち運び自由なHDDを楽しめ！日立マクセルからｉＶプレーヤー新発売
kaden-channel	1		感覚・体験を共有する　タッチ・インターネットが拓く未来（２）
it-life-hack	0		GIGABYTEマーケティング部門副部長が語る！アキバで見たシニア世代に感動
it-life-hack	0		上部タブが追加されてさらにできるようになった“俺だけポータル”「ライフリスト」
kaden-channel	1		あなたは大丈夫？　40代会社員はパソコンが使えない人多し！
it-life-hack	0		117万2132件の動画中最高の1本！情報満載の1日を振り返る
it-life-hack	0		間違いなくワイルドなiPhoneカバー！　スギちゃんのiPhoneカバー登場！
it-life-hack	0		29日はアキバへGo！　レビューアー100人以上を大募集の太っ腹企画開催！
it-life-hack	0		ようこそ、ケーブルのない世界へ！クリアな音質のBluetooth対応ヘッドセット
kaden-channel	1		誰でもかっこよくなれる！　男の正しい眉整え術
it-life-hack	0		待ってましたのGPUが発売！新型Radeon HD搭載カードが続々登場中
kaden-channel	1		ニートから「レイブル」への名称変更にネットアンケートでは「効果ない」
it-life-hack	0		ビデオメモリー4GBの意味は？　低価格ながら4GBメモリー搭載のグラボ
kaden-channel	1		ソニーが3G、Wi-Fi対応の電子書籍リーダー「Reader」を発表
kaden-channel	1		事故防止に耳掛けタイプが注目！　「居眠り感知器」の売り上げが急増中
it-life-hack	0		全国21店舗で配信開始！　ドスパラが9月より店内放送型情報番組を開始
kaden-channel	1		ＪＶＣケンウッド、軽量ボディの２．４ＧＨｚデジタルワイヤレスヘッドホン「ＨＡ‐ＷＤ５０」を発売
kaden-channel	1		今年の夏のボーナスは上がる？下がる？おそらく盛り上がりに欠けるボーナス商戦の行方は？
kaden-channel	1		ジョブズのための端末だった？　iPhone4Sの予約が本日スタート
it-life-hack	0		スタンド＆カバーにキーボード！ iPadを使い倒せるガジェット登場
it-life-hack	0		先頭行を固定したままスクロールするには？−−今さら聞けないExcelワザ
it-life-hack	0		違法ダウンロード刑罰化の勉強会開催！　本日17時よりニコニコ生放送でも配信
it-life-hack	0		泣くとかじゃなくこれはヤバイ！鉄拳のマンガにネット住民号泣
it-life-hack	0		どこでもファイルを活用　GoogleドライブとローカルPCを自動で同期する
it-life-hack	0		スマートに一体化！GALAXY Noteを無敵化するバッテリー内蔵ケース
kaden-channel	1		組み合わせ自由自在！自分だけのヘッドフォンKOTORI101は素敵な相棒
it-life-hack	0		市場動向を立体視できるiPadアプリ！Yahoo! ファイナンス株式マップ 
kaden-channel	1		KDDI社長が喜びの声！iPhone販売は予想以上
it-life-hack	0		Facebookのコメントを読みやすく！　文の途中で改行するワザ
kaden-channel	1		「江」「南極物語」は大失敗か　−　「週刊新潮」が日本の最低ドラマ賞を発表
it-life-hack	0		漫画家/イラストレーター志望のクリエイターのたまご必見！　デジタルでの制作環境が全て揃うレビューアー募集開始
kaden-channel	1		締め切り迫る！　人気アプリ「WishScope」開発者がスマートフォン×Facebookアプリのハッカソンイベント「第1回ハッカー道場」を開催！
it-life-hack	0		最新鋭タブレット「Cintiq 24HD touch」が登場！プロが徹底チェックした貴重なレビューを公開中
kaden-channel	1		コンテンツは？の声多数！　楽天が受付開始した激安電子書籍端末「kobo Touch」
it-life-hack	0		mixiの新サービスに疑問の声？ mixiのTwitterから友達をさがす機能が不評
kaden-channel	1		視聴率が悪いのはネットのせい？　テレビ関係者のコメントにネットが反論
it-life-hack	0		スマホ＆ケータイ、デジカメ＆携帯ゲーム機で！色んなSDカードを一挙解説！
it-life-hack	0		目的のキーワードへ素早くジャンプできるChrome拡張機能
it-life-hack	0		常識を塗り替える異次元の軽さ！NEC 世界最軽量Ultrabookが凄い
kaden-channel	1		ニコン、光学１４倍ズームを搭載した高倍率モデルのデジカメ「ＣＯＯＬＰＩＸ　Ｌ６１０」を発売
kaden-channel	1		土屋アンナが「今日はかわいく」紹介！　パナソニックが少数世帯向けのプチ家電を発表
kaden-channel	1		食品の収納スペースアップで冷気の漏れを押さえるパナソニックのトップユニット冷蔵庫新発売
kaden-channel	1		フリスクより小さい！　写真・動画撮影、音声録音も可能な超小型デジタルトイカメラ「400-CAM007シリーズ」
it-life-hack	0		考えると寝られなくなる！「念力」「滲透」「輪郭」、ドキっとする摩訶不思議な写真展
it-life-hack	0		やっぱりiPad3に間に合わせる為？孫社長がSB銀座旗艦店を必死に宣伝
it-life-hack	0		昼までに頼めば当日着！　ドスパラ通販の当日配達サービスが強化
it-life-hack	0		新ビジネスやワークスタイルを紹介！企業を商品で繋ぐ「zigBiz」で新コンテンツを配信
kaden-channel	1		応募された履歴書を使ってFacebookでなりすまし！　個人情報の悪用に要注意
kaden-channel	1		ライカからオールインワンタイプの光学24倍のズームレンズデジカメ「V-LUX3」発売
it-life-hack	0		微妙な知り合いからの友達申請に有効なFacebookワザ
it-life-hack	0		5機種並べて比較！ウルトラブック選びに迷わない　「ウルトラブック徹底比較表！MY BEST Ultrabook(TM)」が公開
kaden-channel	1		digi2　スマートフォン特集
it-life-hack	0		物語で英語力アップ！オーディオ電子書籍「Alice’s Adventures in Wonderland」
it-life-hack	0		手ごろな価格のクーラー登場　ノートPCの熱対策はOK？第二弾
it-life-hack	0		カーシェア・レンタル利用派に最適！シガーソケットホルダー for スマートフォン
it-life-hack	0		プレイ可能なGoogleロゴ第三弾！　Googleロゴがスポーツ関連画像に変化第十弾
kaden-channel	1		英語版WikipediaがSOPAへの抗議で24時間サイトを閉鎖！米国Googleも抗議表明
kaden-channel	1		やっぱり強かった！「家政婦のミタ」最終話の視聴率は歴代３位の４０％
it-life-hack	0		圧倒的No.1のゲームPCブランドを目指す！ドスパラがPCの新ロゴを発表
kaden-channel	1		業界初！　アンドロイドスマホと連携の炊飯ジャー登場にびっくり
it-life-hack	0		スケールがでかい！孫社長 米国留学支援に賞賛の声
it-life-hack	0		愛される英王子　裸で敬礼！ ハリー英国王子に対する英国軍人の大いなる愛
kaden-channel	1		ライオン、極細高密毛と音波振動でくすみを落とす「プラチアス　歯の美容クリーナー」などを発売
it-life-hack	0		MS「SkyDrive」が機能アップ！ クラウドサービスが「総Dropbox化」
kaden-channel	1		脳の損傷はヘロイン級？　ネット中毒の若者の脳が壊れている・・・
it-life-hack	0		投稿によって公開範囲を決めたい人のFacebookワザ
it-life-hack	0		(」=・ω・)」 (/=・ω・)/うー！にゃー！な簡単ゲーム
it-life-hack	0		今日はそういう日だったのか！Googleロゴが歌うカエルである理由
kaden-channel	1		写真好きはチャレンジ！ペンタックスリコーが事業統合を記念してフォトコンテスト開催
it-life-hack	0		ドラクエX情報やダウンロード販売詳細　任天堂のゲーム関連情報をまとめてみた
it-life-hack	0		国内向けスマホではアップデートが提供されない端末も！ Android端末選択指南
kaden-channel	1		恐るべし・・・！　電子タバコが爆発し、舌がちぎれる事件発生
it-life-hack	0		次世代PC最前線！Retina対応アプリの登場で変わるMacの世界
it-life-hack	0		Youtubeが7周年！　いまでは1分間で72時間分の動画がアップされるように！
kaden-channel	1		歯に描かれた電子タトゥーが、 虫歯や感染症を予防する
it-life-hack	0		家電もスマートに 節電を！電気を総合的にマネージメントする仕組みがスゴイ
it-life-hack	0		目的地にピタリとジャンプするWordの機能
it-life-hack	0		Ubuntuをもっと「Windows的」にしたい！ デスクトップのシェルを変更する
kaden-channel	1		電力使用量９日が８社管内で今夏最高
kaden-channel	1		「400億ドル使ってでもつぶしたい」！？　アンドロイドを憎んでいたスティーブジョブズ
it-life-hack	0		デジタル機器の使いこなしから話題のネタまで【デジ通】一気読み
it-life-hack	0		何よりも大切な宝ですね！孫社長の幸せ発言がネットで話題
kaden-channel	1		23時間以上ゲームやりすぎで死亡・・・台湾のネットカフェで誰も気がつかず
kaden-channel	1		新月を狙う！　この夏は天文写真の撮影に挑戦！
it-life-hack	0		次の名前はiPad 3？新しいiPadの機能はどうなる
kaden-channel	1		スマホで映画見る？　グーグルが日本のAndroidでも動画レンタルをスタート！　そもそもこれって流行るのか？
kaden-channel	1		iPhone用防水・防塵ケースで快適サイクリング
kaden-channel	1		人気シリーズの新たなラインナップ！　ニコンが「Nikon 1 J2」を発売
kaden-channel	1		iPhoneで禁止になったアプリがアンドロイドに登場！　発熱するカイロアプリ「ホカホン」
it-life-hack	0		その前にやることあるだろ！孫社長の画期的な構想に賛否両論
kaden-channel	1		残暑の日射しでビールがうまい！太陽光発電のビアガーデン
it-life-hack	0		何だこの計算器みたいなの？ Googleロゴが怪しい計算尺みたいになっている理由
kaden-channel	1		兵士の自殺問題をアプリで解決なるか？　アメリカで州兵の自殺防止アプリが登場
it-life-hack	0		過去最高のサウンド品質かも！ 音もナイスなRetina MacBook Pro 
kaden-channel	1		もう何がなんだか・・・中国で押収のiPhoneはガスコンロだった
it-life-hack	0		さらばFermi！Keplerアーキテクチャ採用のGPU NVIDIA GeForce GTX 680登場
kaden-channel	1		男性陣は要注意か？　SNSで女子が公開している写真は「チョイ盛り」だった
it-life-hack	0		いまどき1Gオーバーは当たり前！　Gバイト超えのファイルも扱える大容量ファイル転送サービスを使う
kaden-channel	1		五輪観戦しながらエクササイズ！　アルインコから室内フィットネス器具新発売
kaden-channel	1		編集特集・ナレーションテスト
kaden-channel	1		フリーズする！充電が持たない！！　順調に苦情が増えているマイクロソフトのクレームキャンペーン
it-life-hack	0		「こんな時、英語で何ていう？」日常生活とビジネスで使えるアプリ！
it-life-hack	0		次のMacはRetinaディスプレイ？Macの高解像度ディスプレイ搭載はいつか？
it-life-hack	0		かなり雰囲気のある写真が撮影できる「残像カメラ」
it-life-hack	0		今度の金環食を見逃さない！ 来る5月21日の金環食を楽しむアプリ
kaden-channel	1		ソフトバンク　VS　auに決着！　iPhoneの速度対決はauが勝利
it-life-hack	0		え？ホントかよ（笑） 合コン用語なる摩訶不思議な用語が話題に
it-life-hack	0		このまま3G通信を生かせないとどうなる？ PS Vitaの3G版の行く末
it-life-hack	0		口座なしでもほとんどの機能が使える！楽天証券のiPad用株式アプリ
kaden-channel	1		ホントに思ってる？　なんにでも「いいね！」を押す無思考型人間ってなんだ
kaden-channel	1		フジテレビのものまね番組がやりすぎ？　劇団ひとりとAKB48のブータン国王夫妻のものまねがひどい
it-life-hack	0		進む資料のデジタルアーカイブ化　国会図書館が明治時代から昭和27年までの官報を公開
it-life-hack	0		auの成長率が日本一！関西ユーザーにみる高いスマホ通信費の節約法
it-life-hack	0		ペットが毎日のように病気になる！ スマートペット育成記 （4）
kaden-channel	1		ソニー/キヤノン/パナソニック 大判センサービデオカメラ展示シュートアウトイベント 「CINEMA CINEMA CINEMA」
kaden-channel	1		パソコンはもういらない？　スマホの普及は３倍もパソコンは減少
it-life-hack	0		知らない人は宝の持ち腐れ！隠し機能を利用できる神アプリを解説 - Mac必須アプリ (4)
kaden-channel	1		僕が国産AndroidではXperia Arcがお勧めだと考えるワケ
it-life-hack	0		金環日食に続く天体ショー！　昨日の部分月食見ました？　そして明日もあるぞ！
kaden-channel	1		iPad2のカメラで顔色や胸の動きを読み取るだけ—呼吸と脈拍計測アプリ
it-life-hack	0		USB3.0対応で爆速データ転送！　9倍速のリーダー／ライター登場
it-life-hack	0		IE9のタブに表示中のWebページをサムネから切り替えるワザ
kaden-channel	1		レディー・ガガに並んだ！　グーグルが選んだ初の日本人アーティストは“バーチャルアイドル”「初音ミク」─　「Chrome」CMに出演中
it-life-hack	0		ついに発売日が決定！オリンパス、マイクロ一眼「OLYMPUS OM-D E-M5」の凄いところ
it-life-hack	0		新連載開始！元Google日本法人会長 村上憲郎氏も登場！教育とテクノロジーの祭典
kaden-channel	1		GREEのアメリカでの本気に注目！　開発要員を倍増へ
kaden-channel	1		餃子で節電！そして発電！　「餃子の王将」の発電店舗がすごい
it-life-hack	0		今日はそういう日だったのか！Googleロゴが変わっている理由
kaden-channel	1		１０月１６日は「ジョブズの日」カリフォルニア州が制定
it-life-hack	0		敗者は去れ？ 再挑戦を認めるか認めないかで荒れるクラウドファンディング「studygift」
kaden-channel	1		あなどれないiPod/iPhone/iPadの「生態系」
kaden-channel	1		電通が「スマート関連ビジネス」に本腰！　「スマート・イノベーション推進部」を新設
